text,emotion
"Ah, her kimsen, hadi çıkalım buradan, Tanrı aşkına, hadi çıkalım buradan!”",excitement
"Adımlarını kısaltıyor, binicisine tuhaf ve garip bir şekilde kızıyor: Buhéyseh umuttan delirmiş - kız kardeşini dövmeli ve dövmeli, Duhl, eli ve topuğu o kadar beceriksiz ki, teşekkür etmesi gerekiyor.",excitement
"Damarlarına ateş zerk etmeliler, derini yüzüp çiğ etine tuz serpmeliler, o zaman atlayacaktın!”",excitement
"kendisine ait olan narin bir porselen vazonun parçalarına ve bir arkadaşından gelen değerli bir mektubun paramparça olmuş bir mektubuna rastladığında, gerçekten de neredeyse her tarafınıza şaplak atmak hoşuma giderdi,"" diye doğrudan haykırdı.",excitement
"Küba'ya ya da Honduras'a mola verin; kahretsin, dünyayı dolaşabilirim - Doğu'ya gidebilirim - tüm bu vaazlardan ve kabalıklardan uzaklaşabilirim - Tanrı aşkına, bir erkek gibi yaşayabilirim!""",excitement
"Burada yapmacık bir coşku, çiçeksi bir duygu yoktur: Bütünüyle, kristal bir kaynaktan fışkıran su gibi, 'kalpten fışkıran' doğal bir hazzın taşmasıdır.",excitement
"Belli belirsiz de olsa birinin evlenmiş olması gerektiğini düşünerek, bunu içtenlikle kabul etti Johnny.",excitement
Sir Charles Lyell tezahürat yaptı ve çok güçlü bir şekilde ellerini çırptı.,excitement
"Teklifiniz bana sınırsız bir tatmin sağlıyor: Bunda, aramızda mükemmel bir anlaşmanın başlangıcını ve böylesi mükemmel bir uyumdan doğacak daha ileri başarıların vaadini görmeyi çok isterim.""",excitement
Bundan çok memnunum; Théâtre-Français'i üne kavuşturan pek çok oyun arasında büyük bir başarı ve repertuvarda yer edinebilecek bir eser öngörüyorum.,excitement
Bu yıl mezun olacağınızı büyük bir mutlulukla duydum.,excitement
Her şey onları memnun ediyordu; çılgınca alkışladılar ve hem boğaları hem de boğa güreşçilerini cesaretlendiren ve sevindiren çığlıklar attılar.,excitement
Napolyon'un Maria Louisa ile evliliği coşkuyla ve genel bir sevinçle karşılandı.,excitement
"Böylece çocuklar bronzlaşmış, eğitimli, bir dizi hak edilmiş zaferden sevinç duyarak ve Reddy'nin onaylayan ifadesiyle ""bir adamın hayatı için savaşmaya hazır"" bir halde evlerine döndüler.",excitement
"""Mamut"" bölgesinin harikalarını dönüş yolculuğuna bırakarak bağırışlar ve tezahüratlarla yola çıktılar.",excitement
"Frank'imin, kendi çöllerinde, o mükemmel adam Bay Barlow'un yanında bu kadar iyi bir yere sahip olduğunu duyduğuma yürekten sevindim.",excitement
"Bir İrlanda tugayı, [alkışlar] ya da daha iyisi bir İrlanda ordusu birliğini görmek isterim ve hepimiz görmek isteriz.",excitement
"Bu piccaninny için gerçekten güzel bir isim,"" diye bağırdı kadın, yüzündeki keyifle.",excitement
Bu fikir memnuniyetle karşılandı ve Annie kayış için yeni desteklerimin hizmetini talep etti ve bizi ateşin etrafına sıraladı.,excitement
"Bu sözlerden büyük cesaret alan Bob, iki katına çıkan bir enerjiyle işine koyuldu ve küçük kano hızla nehirden aşağıya doğru uçtu.",excitement
Bu kadar dikkat çekici bir rol üstlendiği asil çalışmanın büyük bir başarıyla taçlandırılmasına şimdi olduğu gibi o zaman da sevindim.,excitement
"William Peirce bundan memnun oldu, çünkü Ashley ve mallarını oraya indirmenin çok uygun olduğunu düşündük, Tanrı izin verirse; ve rotasını buna göre değiştirecektir.",excitement
"Evet öyle olacak, sevinmek için bir nedenimiz olacak, ""sevinç sabah gelir.""",excitement
Bayram kalabalığından Messala'm alkış alsın ve oğlunun muzaffer arabasının geçişini sevinçle izlesin!,excitement
"Bu sırada herkes ayağa kalkmış, tezahürat yapıyor ve çılgınca bayraklarını sallıyordu.",excitement
"Ve gökseller, 'Mükemmel, mükemmel' diye haykırarak Ahalyā'yı onurlandırdılar, sanki kefaretle arınmış bir insanmış gibi, o yeniden Gautama'nın yönetimi altına girdi.",excitement
Ardından galip için bağırışlar ve haykırışlarla hava açıldı.,excitement
Herkes mutluluğumuza seviniyor ve genç kayınbiraderlerim çok neşeli arkadaşlar.,excitement
"Hemen cevap verdim: ""Elbette; bu harika ganimeti görmek isterim.",excitement
Kari sağlam zemine doğru yürürken kalabalıktan büyük bir sevinç çığlığı yükseldi.,excitement
O kadar idealdi ki Courtland'ın içinden peçetesini havaya fırlatıp tezahürat yapmak geldi.,excitement
"Nöbetçilerimiz yolları korurken kilise çanları çalacak, silahlar sizi selamlayacak ve bir zırhlının gizlediği her göğüs, size vereceğimiz tezahüratlarla şişecek.",excitement
Parti ruhu bu kadar yüksekken herkes bunun akıllıca bir hareket olduğunu düşünüyor.,excitement
"Sonra tezahüratlar giderek daha şiddetli hale geldi ve ""Elijen Kossuth!""",excitement
"Tom'u görünce herkes sevinçle bağırdı: ""Un' can' che fa carnevale!""",excitement
"Sahada bir tezahürat dalgası yükseldi, ardından heyecanlı bir konuşma başladı.",excitement
Sevinçle şapkamı fırlatabilirdim; Sesim kısılarak bağırabilirdim.,excitement
Halktan sevinç çığlıkları yükseldi ve ödüllerini alarak zaferle yürüdüler...,excitement
Grubunun Uçuş Komutanı olacağını duyduklarında coşkulu bir tezahürat yaptılar.,excitement
"Bu dokuz beş yılı büyük ormanda geçirdikten sonra, büyük bir mutlulukla senin sözlerine uyacağım.""",excitement
"Çok iyi; bu bizi Derbi galibinin gelişine oldukça benzetiyor.""",excitement
"Onbinlerce kişi onların gelişini sevinç çığlıklarıyla karşılayacak: yakında şanlı seferi bitirecekler.""",excitement
Tepeden tırnağa silahlanmış atlı süvarilerden oluşan kompakt bir kuvvetin başında genç bir kral olan kraliyet treninin uzaktan belirdiğini görünce çılgın tezahüratlar havayı yırtıyor.,excitement
Donovan'ın senden sorumlu olacağına çok sevindiğimi söylemeliyim.,excitement
Alkışların kendisine yönelik olduğunu biliyordu ve gururla şişerek kendini öne çıkarmak için bir şans daha bekleyerek boşuna görkemli bir şekilde ileri geri yelken açtı.,excitement
Sürü yola çıkarken hepimiz kutlamayı hissettik.,excitement
Hâlâ ses çıkarabilen her boğazdan neredeyse bir patlama gibi çılgın bir tezahürat uğultusu patladı.,excitement
En kısa zamanda tüm dünyanın sıkılacağına ve Ay'ın merkeze doğru ilerleyeceğine ve kardeşinin Antipodlarla öğle vaktini rahatsız edeceğine inanacağım.,excitement
"Daha saf bir atmosfere yükselmiş gibiyiz; salt varoluşu mutluluk haline getiren bir ruh dinginliği, bir neşe, bir vücut esnekliği hissederiz.",excitement
"Anlatılamaz bir zevkle çimenli güneş gölüne doğru yürüyorsunuz, kendinizi Doğanın en kutsal odalarından birinde hapsolmuş, dağların sert etkilerinden uzak, her türlü müdahaleden güvende, kendinizden güvende, evrensel güzellikte özgür hissediyorsunuz.",excitement
Evlilik aşkındaki uzun süreli huzur dolu mutluluk deneyimiyle doludur ve ağzına kadar doludur.,excitement
"Hava temiz, toprak sanki kokuşmuş bir sisin dağılmasından sonra olduğu gibi dinginliğine yeniden kavuştu; Ayağa fırlıyorum, özgürce nefes alıyorum, sanki yeniden doğmuşum gibi hissediyorum!",excitement
Gerçeğin neşesi hayallerimizi bir rüyaya dönüşmeden alevlendirir; ve tutkusuz bir dinginlikle tüm varlığımızın renklendiğini hissetmekten mutluluk duyarız.,excitement
"Rüyaların kendiliğinden ortaya çıktığı, parlak, güzel ve canlandırıcı, mükemmel bir tembelliktir bu.",excitement
"Yine de içimde parlak tomurcuklar ve çiçekler hissediyorum, En yumuşak tavrın vaadi.",excitement
"Hırslıydım, şehvetliydim, şüpheler ve sorularla boğuşuyordum; şimdi ilahi huzurla yıkanıyorum, tüm sorularım cevaplanıyor, isyankar kanım diniyor.",excitement
"Gerçekten,"" diyor adam, kendisinden az önce gönderilen hastane çöplüğüne tırmanırken, sessiz bir keyif havasıyla, ""gerçekten, yollar yeniden geçilmez hale gelmeden mezarlığımızı Richmond'a itmek için akıllı bir şans var.""",excitement
"Gagası ve pençesi güçlü, bakışları sabit, Havanın efendisi ve kaderinin efendisi, Görünen o ki, muhteşem bir halde Athwart'ta gök mavisi boyunca yelken açıyor.",excitement
"Bu, soğuk bir günde tarlalarda yürüyüşe benziyor; hava o kadar özgür ve canlı ki, bu kuzey bölgelerdeki doğanın ve insan doğasının görünümü o kadar taze ve ışıltılı ki.""",excitement
"Gerçek şu ki, son derece heyecanlılar ve batıl inançlarla dolular, çünkü bu kuşağın anısına mahallede bir intihar yaşanmadı.",excitement
"Tilki köpeği ise tam tersine hayat, ruh ve yüksek cesaretle doludur, her zaman atılgandır ve ilerlemeye çalışır.",excitement
"Ve şunu da itiraf etmeliyim ki, sanki ekşi-tatlı bir kokuları varmış gibi hissediyorum, Bu beni sersemletiyor, yarı boğuyor.",excitement
"Kaptan çok gerçek bir duygu patlamasıyla haykırdı: ""Hayatını mutlu etmek için ne yapabilirim?",excitement
"Sanki onu Hobson'daki Değirmen Göleti'ne atmaya seve seve yardım edebilirmişim ya da güzel bir gecede onu trenle şehir dışına çıkarabilirmişim gibi hissediyorum.""",excitement
"Sevgili Bianca'ya duyulan sevgi duygusu her yürekte güçlüydü ve bu, girişimimizin mutlu bir şekilde tamamlanması umuduyla birlikte, her fedakarlığı neredeyse bir zevke dönüştürüyordu.",excitement
Bu nedenle ben de anında Bayan Alice Marlow'a karşı çok ateşli bir sevgi hissettim ve kendimi dünyayı dolaşmaya ve onun uğruna her türlü mucizeyi gerçekleştirmeye hazır hissettim.,excitement
"Burada, hareket gücü eksikliğini gidermek için bacaklarını büyük bir tahta kaseye yerleştiren bir Kızılderili'nin kişiliğinde insani deformasyona sahip bir nesneyi gözlemleyerek sempatimizi uyandırdık.",excitement
"dedi kontes derinden etkilenerek, ""Benimle Ammergau'dan uzağa, başka bir dünyaya, senin ve rezilinin bilinmediği başka bir dünyaya gelir misin?""",excitement
Bütün gün seni görmek ve sana ne kadar sempati duyduğumu anlatmak için can atıyordum...,excitement
"Onunla yüzleşin, Kovalayın, Cesaretle karşılayın, Korkusuz, eşsiz, mücadeleye koşun.",excitement
"Şimdi başlamak için kendimi çok cesur ve cesaretli hissediyorum,"" diye bağırdı Constance, gözleri sözlerini doğruluyor ve yanakları parlıyordu.",excitement
"diye bağırdı küçük kaptanımız; ""bırak da o yaylı tüfekle ondan utanayım!""",excitement
"Aksine, ruhundaki olağanüstü canlılık ve vücudundaki esneklik, kendisini pervasız ve cüretkar hissetmesine neden oluyordu.",excitement
"Güçlü ve hızlı, vahşi ve cesur, Tepeli dalgalarla hızlanıyor; Ve çek ya da kal gibi her şeyi reddederek, Yolu boyunca kavga eder ve köpükler, Sarp kayalar ve sığlıklar üzerinde, ta ki sel, Erkekliğin aceleci kanı gibi Kaynayana kadar!",excitement
"Tavan arasında onun muzaffer ""Bunu yapacağım"" ve ""Şunu yapacağım"" sesleri yankılanıyordu.",excitement
"Dünya dans ediyor; Dünya dans ediyor; Ağaçlar atlılar gibi üzerimize saldırıyor; Ormanlar tepeden aşağı saldırıyor, Üzerimize saldırıyor, Ama biz cesuruz, Ateşli bir cesaretle doluyuz, Ve ileri gidiyoruz, Dört nala koşan ağaçların arasından.",excitement
"Uçurumun kenarında başı dönen ve kendini düşmekten korktuğu yere atmaya mecbur hisseden biri gibi, Orange için de durum aynıydı.",excitement
Eğer o Winda'ya koşup onu parçalamadıysa ne yazık!,excitement
"Sen cesur bir avcısın, kurdun ve panterin de bildiği gibi; Ve aşağıdaki göklerde parıldayan su yıldızlarına bağıracaksın; Ve durgun ormanlar geri döndüğünde, Daha cesur olacaksın.",excitement
"Polly, eğer babamın cebine atılıp götürülürse bunun gerçekten bir felaket olacağını hissederek içtenlikle şöyle dedi: ""Ceketimi ve şapkamı alıp hemen dışarı çıkacağım.""",excitement
Sonra arkadaşıma takip etmesi için çılgınca bağırarak ileri atıldım ve canımı kurtarmak için koştum.,excitement
"Annemi heyecanlandıracak bir şey buldum; Başlangıçta beni zıplatıyor!' diye haykırdı kız, yerde dans ederek.",excitement
"Ayağa fırladık, mızraklarımızı kaptık, Ormanlık yokuştan aşağı atladık, sık çalılıkların içinden köpeklere doğru daldık.",excitement
"Işıktan çalıları dövdün, Ve sızlanmaları ateşe verdin; Ve şimdi hikaye görünürde, Kalbinin arzusunu aldın.",excitement
"diye bağırdı cesur adam, ön donanıma tırmanıp zirveye çıkarken.",excitement
"Bu arada, uzun silahımı havaya kaldırdığım ellerimde dengeleyerek, kendimi bile şaşırtan bir kaldırma kuvveti ve uzuv esnekliği, bir yürek hafifliği ve sonuçlardan korkmama ile tehlikeli yolda yürüyordum.",excitement
Ona herkesin önünde meydan okudun; halkın alkışları arasında zaferle sokakları geçtiniz ve onlar da sevinç çığlıklarıyla evinize kadar size eşlik ettiler.,excitement
"Sevgili Henry'mle maceraya atılacağım, Belki büyük bir şeref elde edebilirim, Ağladı, Gireceğim ve cesurca Henry'yle birlikte çılgın ana yola çıkacağım.",excitement
"Arabasını ona doğru yönlendirdi, aceleyle aşağı atladı ve bir aslan gibi avının üzerine atlamak için sabırsızlanarak onu karşılamaya koştu.",excitement
bu cesur ve cesur bir adam - ona dikkat edin diyorum - ona dikkat edin!,excitement
"Sınırsız düzlükte kariyer yaparak, Görünmez bir pusula yönlendirmesiyle, Çılgınca uçarak, yeniden ortaya çıkarak, - Ehlileştirilmemiş bir ateşle geniş gözleri parlıyor, Her adımda büyük bir gurur gösteriyor, Hiçbir kölelik anını bilmeden, -",excitement
"Aniden çorabın hediyelerle dolu olduğunu görünce mumu sandalyenin üzerine koyar, yataktan fırlar ve çorabın içine doğru bir dalış yapar.",excitement
"Eğer büyücü onu bana tekrar kazanın içinde gösterirse, gerçekten inanıyorum ki en önden atlayacağım.""",excitement
"Daha hızlı koştum, sıçradım, yataktan fırlayıp pencereye doğru gittim ve orada aşağıdaki sokakta...""",excitement
"Aliaska Yarımadası'ndaki Aleutian Sıradağları'nın kar zirvelerinin bakir çizgisine doğru uzanan geniş ve görkemli taramasında korkusuz, cüretkar ve tutkulu bir şey var.",excitement
"Dışarı sıçrayın, dışarı çıkın efendilerim; dışarı atlayın ve yükün üzerine uzanın!",excitement
"Tanrıya şükür ki Bronclar bizim için oradalar."" Bir elime hayatımı, diğer elime altı atıcıyı alıyorum ve yolu gösteriyorum.",excitement
Sonra her ikisi de kalabalığın içinden geçerek kafa karışıklığına yol açtı; cesaret dolu iki domuzun tazıların üzerine koşması gibi; böylece savaşa geri dönerek Truva atlarını öldürdüler; ve Yunanlılar asil Hektor'dan kaçınarak sevinçle bir soluklanma fırsatı buldular.,excitement
Devam edip geri kalanını okumak ve sonra buna göre yaşamak büyük bir cesaretmiş gibi hissediyorum.,excitement
"bu alay karşısında onu şaşırtan ve heyecanlandıran kararlı bir ses tonuyla bağırdı; ""Gelmesine izin ver!",excitement
"Polly ellerini kavuşturarak bağırdı: ""Onu bulmak için ne yapabiliriz Mamsie?""",excitement
Yaşasın!” annesi ağladı; ve mahmuzlarını atının akan yanlarına doğru fırlatan cesur çocuk yarışı koştu.,excitement
"nefesi kesildi, kendini kapıda buldu ve garip ıslıkçı görüş alanına girdiğinde dönüp uçmaya hazırdı.",excitement
"Macera ruhu, bu kadar zor bir görevi başarma düşüncesi, sanki yetişkin bir adammışım gibi kalbimi bunu yapma kararlılığıyla doldurdu.",excitement
Ataları Longueville'lerin tutkusunu ve cesur kararlılığını içinde hissetti.,excitement
"Orada, şuradaki adamın üzerinden atlamamı istiyor, o yüzden benimkinden ikisini alıp doğrudan kral sırasına gidecek!""",excitement
"Cesaretle, özlemle kavrayın ellerini; Yüzüne kalbini damgala; Ona doğru dönerek, sürekli dönerek, Sen, çiçek, güneşine dönük olmalısın.",excitement
İngiltere'deki en büyük gücü yenmek veya yenmek için neşeyle yola çıkmak.',excitement
"Yaşlı Yılanlar!” diye bağırdı küçük asi, zevkle dans etti ve çok geçmeden erkek, kadın ve çocuklardan oluşan bir kalabalığı oraya çekti.",excitement
